article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url,article_index
DE421000Q-A11,T-shirt print - white,MEN,T_SHIRT_TOP,T-shirt print,Denham,3495,3495,https://www.zalando.nl/denham-small-tiger-t-shirt-print-white-de421000q-a11.html,https://img01.ztat.net/article/spp-media-p1/000b076d3bcb430197c49c3c932e63b2/1e01a1f65db04750815cda1e0fe83a99.jpg?imwidth=600&filter=packshot,0
OA422Q095-K11,Trui - navy off/white,MEN,PULLOVER,Trui,State of Art,8995,8995,https://www.zalando.nl/state-of-art-trui-navy-off-white-oa422q095-k11.html,https://img01.ztat.net/article/spp-media-p1/fbb8df6421ba4d9b9d052046ca44b6df/78459e85c2a846678e0e1afa31382654.jpg?imwidth=600&filter=packshot,1
OA422D0N5-K11,WITH BUTTON-DOWN COLLAR - Overhemd - grey blue white,MEN,SHIRT,WITH BUTTON-DOWN COLLAR,State of Art,8995,8995,https://www.zalando.nl/state-of-art-overhemd-grey-blue-white-oa422d0n5-k11.html,https://img01.ztat.net/article/spp-media-p1/b92af9d0f6304648a0e46f1f893b44fd/753263d340b8475ca2cea061cac3bf8b.jpg?imwidth=600&filter=packshot,2
PUC21N0EY-K11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - light blue,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-light-blue-puc21n0ey-k11.html,https://img01.ztat.net/article/spp-media-p1/3f2fa11cb692441abbedecced8d8be6e/1c189c9f0830416f97a9878127e1198c.jpg?imwidth=600&filter=packshot,3
M9121E41U-A11,SOFIA - Overhemdblouse - off white,WOMEN,SHIRT,SOFIA,Mango,2599,999,https://www.zalando.nl/mango-overhemdblouse-off-white-m9121e41u-a11.html,https://img01.ztat.net/article/spp-media-p1/74f540dfc6794d53bd7a2ee313e0fe93/89a9c57509424b79b9cd1d9a207f7584.jpg?imwidth=600&filter=packshot,4
BEJ21A0JY-Q11,WITH BELT LOOPS  - Broek - black,WOMEN,TROUSER,WITH BELT LOOPS,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-black-bej21a0jy-q11.html,https://img01.ztat.net/article/spp-media-p1/dbe4b61d682647ada50a0fe883c6cb1c/3831fb0408644e4f8b5f64c124511af1.jpg?imwidth=600&filter=packshot,5
PUC21A0LL-Q11,REGULAR FIT MIT ZIERNAHT VORNE - Broek - black,WOMEN,TROUSER,REGULAR FIT MIT ZIERNAHT VORNE,PULL&BEAR,2599,2599,https://www.zalando.nl/pullandbear-regular-fit-mit-ziernaht-vorne-broek-black-puc21a0ll-q11.html,https://img01.ztat.net/article/spp-media-p1/743cbfb66d894d2bb7a62d2687ddbf52/e83c27c1edb54c218ce9896fa698a491.jpg?imwidth=600&filter=packshot,6
L1O22G005-K11,519™ EXT SKINNY HI-BALLB - Jeans Skinny Fit - pickels,MEN,TROUSER,519™ EXT SKINNY HI-BALLB,Levi's®,6995,4895,https://www.zalando.nl/levisr-extra-510tm-hi-ball-skinny-fit-jeans-skinny-fit-pickels-l1o22g005-k11.html,https://img01.ztat.net/article/spp-media-p1/fa9a4e85169c3bb5a87a7f2467917ddb/a3210dba7cda433fb31c22b6baf057a2.jpg?imwidth=600&filter=packshot,7
NI126G00B-Q11,TEE FUTURA - T-shirt basic - black/white,KIDS,T_SHIRT_TOP,TEE FUTURA,Nike Sportswear,1495,1195,https://www.zalando.nl/nike-sportswear-tee-futura-t-shirt-basic-ni126g00b-q11.html,https://img01.ztat.net/article/spp-media-p1/9b87766f4d783f7586908bc54556bc36/a5b8d466751b4c13b741f6f18caa7958.jpg?imwidth=600&filter=packshot,8
N1241E18R-Q11,ONE - Legging - black,WOMEN,TROUSER,ONE,Nike Performance,3995,3995,https://www.zalando.nl/nike-performance-legging-black-n1241e18r-q11.html,https://img01.ztat.net/article/spp-media-p1/20646ca723c73a7fbc2bad940c95aaac/482c1583b517488db2b2b0c6d1022958.jpg?imwidth=600&filter=packshot,9
PUC21N0EY-Q11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - mottled black,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-mottled-black-puc21n0ey-q11.html,https://img01.ztat.net/article/spp-media-p1/8ad666bd60d94c66829a22e062e378cc/21613ad2269f4882af90532a0f9cdcdb.jpg?imwidth=600&filter=packshot,10
JA222G0W2-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0w2-k11.html,https://img01.ztat.net/article/spp-media-p1/a99c461c341c3fc8b033961a0361f9de/2cec19e977f54dfe82da36df33b5d1fd.jpg?imwidth=600&filter=packshot,11
TOB22O018-Q11,ORIGINAL TEE REGULAR FIT - T-shirt basic - black,MEN,T_SHIRT_TOP,ORIGINAL TEE REGULAR FIT,Tommy Jeans,2495,1995,https://www.zalando.nl/tommy-jeans-original-tee-regular-fit-t-shirt-basic-tob22o018-q11.html,https://img01.ztat.net/article/spp-media-p1/b8a752a9f1d93bcdbeba82f52aedd62c/93b816dffeb445a18c9ffad465ca7834.jpg?imwidth=600&filter=packshot,12
TOB22D00R-Q11,ORIGINAL STRETCH - Overhemd - black,MEN,SHIRT,ORIGINAL STRETCH,Tommy Jeans,6995,5945,https://www.zalando.nl/tommy-jeans-original-stretch-slim-fit-casual-overhemd-tob22d00r-q11.html,https://img01.ztat.net/article/spp-media-p1/8076d6fc8cee3752ad0cd68f32e61988/4f8ffaffca2d4966933634e6300f9e0f.jpg?imwidth=600&filter=packshot,13
LE221J04R-J11,GRAPHIC STANDARD CREW - Sweater - peony,WOMEN,PULLOVER,GRAPHIC STANDARD CREW,Levi's®,4995,3495,https://www.zalando.nl/levis-graphic-standard-crew-sweater-peony-le221j04r-j11.html,https://img01.ztat.net/article/spp-media-p1/ced607a7279d35c187ebb2687d29a155/26534db864154333b4a365a643c8921f.jpg?imwidth=600&filter=packshot,14
LE221N081-K17,501 CROP - Jeans Tapered Fit - tango surge,WOMEN,TROUSER,501 CROP,Levi's®,10995,8795,https://www.zalando.nl/levis-501-crop-straight-leg-jeans-tango-surge-le221n081-k17.html,https://img01.ztat.net/article/spp-media-p1/9be7b0954b3d4bc382f267f5b22c330a/dfdecdeb4ff642cfbf95fae3ec26ecbe.jpg?imwidth=600&filter=packshot,15
N1241E15O-Q13,SHORTS - Legging - black,WOMEN,TROUSER,SHORTS,Nike Performance,2995,2555,https://www.zalando.nl/nike-performance-short-legging-black-n1241e15o-q13.html,https://img01.ztat.net/article/spp-media-p1/2e44b2296081392f9e1713ee73cb7831/0676e43528ff4ad29f9440a31af339ae.jpg?imwidth=600&filter=packshot,16
OS322G0DJ-K11,ONSLOOM - Jeans Tapered Fit - blue denim,MEN,TROUSER,ONSLOOM,Only & Sons,2999,2999,https://www.zalando.nl/only-and-sons-onsloom-jeans-tapered-fit-blue-denim-os322g0dj-k11.html,https://img01.ztat.net/article/spp-media-p1/d7343cc866913444ac2ed9db02cf6d8f/f27425a674bb44e3961414da26e86fcf.jpg?imwidth=600&filter=packshot,17
EV421C0ZZ-Q11,Etui-jurk - black,WOMEN,DRESS,Jerseyjurk,Even&Odd,3699,3699,https://www.zalando.nl/evenandodd-jerseyjurk-black-ev421c0zz-q11.html,https://img01.ztat.net/article/spp-media-p1/58c82d8e9cd7372f8629f395e33c9a02/0a6009b002bb4e63bcbffd7f916ebb50.jpg?imwidth=600&filter=packshot,18
PUC21N0GV-K11,Straight leg jeans - royal blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-straight-leg-jeans-royal-blue-puc21n0gv-k11.html,https://img01.ztat.net/article/spp-media-p1/0fcfabc2a28d4466a2835ec7b0e04d0f/d979a9b833c54871949a33c60b8d74aa.jpg?imwidth=600&filter=packshot,19
JA222G0VC-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0vc-k11.html,https://img01.ztat.net/article/spp-media-p1/1278064345fc49d59f6e15a223341c4c/eb4af16bdb3c4f21ae2ca1d8af662e28.jpg?imwidth=600&filter=packshot,20
N1241D1I9-Q11,CREW - T-shirt basic - black,WOMEN,T_SHIRT_TOP,CREW,Nike Performance,1995,1995,https://www.zalando.nl/nike-performance-leg-tee-crew-sportshirt-black-n1241d1i9-q11.html,https://img01.ztat.net/article/spp-media-p1/d889590c68694273bbd01ddfdd3a02e4/b9576e4d81cf4e40a0b8e23048c38a24.jpg?imwidth=600&filter=packshot,21
LE221N07V-G11,HIGH WAISTED MOM - Relaxed fit jeans - summer house,WOMEN,TROUSER,HIGH WAISTED MOM,Levi's®,6995,5245,https://www.zalando.nl/levis-high-waisted-mom-jeans-tapered-fit-summer-house-le221n07v-g11.html,https://img01.ztat.net/article/spp-media-p1/dde26c924e364f6cb76c39f73594cb31/d41c7e370afb405cbc1820db6ee62655.jpg?imwidth=600&filter=packshot,22
TH322O04E-K11,TOPOGRAPHIC TEE - T-shirt print - aviator navy sulphur/spring green/whitegravel,MEN,T_SHIRT_TOP,TOPOGRAPHIC TEE,The North Face,3195,3195,https://www.zalando.nl/the-north-face-topographic-tee-t-shirt-print-aviator-navy-sulphurspring-greenwhitegravel-th322o04e-k11.html,https://img01.ztat.net/article/spp-media-p1/2bea295e94374ce19617858bed07b765/102456158c43476caf34a1a0a9aefc5e.jpg?imwidth=600&filter=packshot,23
LE221N04U-Q11,MILE HIGH SUPER SKINNY - Jeans Skinny Fit - black galaxy,WOMEN,TROUSER,MILE HIGH SUPER SKINNY,Levi's®,9995,6995,https://www.zalando.nl/levisr-mile-high-super-skinny-jeans-skinny-fit-le221n04u-q11.html,https://img01.ztat.net/article/spp-media-p1/286bcbaac4a5450c8bf9bb1cff1de6bb/68f8bac3947c4aaeaca9cbd51b2a59a0.jpg?imwidth=600&filter=packshot,24
LY222O041-K12,PLAIN - T-shirt basic - light blue,MEN,T_SHIRT_TOP,PLAIN,Lyle & Scott,2995,2995,https://www.zalando.nl/lyle-and-scott-plain-t-shirt-basic-light-blue-ly222o041-k12.html,https://img01.ztat.net/article/spp-media-p1/3147e1df8e6943d69fa2fb322b10f33f/bf58635691b44c02839a930fd1e73b79.jpg?imwidth=600&filter=packshot,25
N1241E15M-Q13,NIKE PRO TIGHTS - Legging - black,WOMEN,TROUSER,NIKE PRO TIGHTS,Nike Performance,4495,3385,https://www.zalando.nl/nike-performance-legging-black-n1241e15m-q13.html,https://img01.ztat.net/article/spp-media-p1/0fcd00e8617236ffb11f7149eb2da2ff/7c117f15ba6041d59110685019d47b53.jpg?imwidth=600&filter=packshot,26
NER22G006-C11,TURN UP  - Slim fit jeans - grey melange,MEN,TROUSER,TURN UP,Newport Bay Sailing Club,3195,2875,https://www.zalando.nl/newport-bay-sailing-club-slim-fit-jeans-grey-melange-ner22g006-c11.html,https://img01.ztat.net/article/spp-media-p1/328d7c8dd6d5483fb99ace21229ab43b/9bbdbc5dcf314c82a475fb539869f539.jpg?imwidth=600&filter=packshot,27
SU222T0U6-Q11,Bomberjacks - black,MEN,COAT,Bomberjacks,Superdry,8999,8999,https://www.zalando.nl/superdry-jas-black-su222t0u6-q11.html,https://img01.ztat.net/article/spp-media-p1/84ddb3b5839b4da3b5432cab85ff8263/f51141fe50eb46ec806f1ba7ab049188.jpg?imwidth=600&filter=packshot,28
BEJ21N0CO-K13,SUPER HIGH WAIST - Jeans Skinny Fit - light blue denim,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1999,1999,https://www.zalando.nl/bershka-super-high-waist-jeans-skinny-fit-light-blue-denim-bej21n0co-k13.html,https://img01.ztat.net/article/spp-media-p1/d7d8770693254a258736e49f6ec3d025/6aa6073a27324a9da2c5070740007711.jpg?imwidth=600&filter=packshot,29
JA222G0VD-Q11,JJIGLENN JJORIGINAL - Slim fit jeans - black denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-black-denim-ja222g0vd-q11.html,https://img01.ztat.net/article/spp-media-p1/357ddc5faff43fabad30432c2bf35f79/2ed61e21dadc423e9af98df67a977be5.jpg?imwidth=600&filter=packshot,30
BEJ21A0JY-B11,WITH BELT LOOPS  - Broek - sand,WOMEN,TROUSER,WITH BELT LOOPS,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-sand-bej21a0jy-b11.html,https://img01.ztat.net/article/spp-media-p1/22f426fe0019451486355a7c458b1ae2/c7e0646135b649ecb73f0e02a2601306.jpg?imwidth=600&filter=packshot,31
NI122E05H-Q11,CLUB  - Trainingsbroek - black,MEN,TROUSER,CLUB,Nike Sportswear,4995,4995,https://www.zalando.nl/nike-sportswear-club-trainingsbroek-ni122e05h-q11.html,https://img01.ztat.net/article/spp-media-p1/cf973b979c793c99a3ac23ea78eab835/3fbd960788004668963151c0562d9171.jpg?imwidth=600&filter=packshot,32
NI122S0AS-O12,CLUB HOODIE - Hoodie - driftwood/white,MEN,PULLOVER,CLUB HOODIE,Nike Sportswear,5495,3845,https://www.zalando.nl/nike-sportswear-club-hoodie-sweater-driftwoodwhite-ni122s0as-o12.html,https://img01.ztat.net/article/spp-media-p1/60940c40a076472d9195b387e1f4d3fe/2242ac38ec424be384ae4f7575d2eccc.jpg?imwidth=600&filter=packshot,33
UN242K005-Q11,TRACK SUIT - Trainingspak - black,MEN,COMBINATION_CLOTHING,TRACK SUIT,Under Armour,6995,6995,https://www.zalando.nl/under-armour-emea-track-suit-trainingspak-black-un242k005-q11.html,https://img01.ztat.net/article/spp-media-p1/2b7524cbc1213293bcde2af91282ed99/b2142ec854c447bbb7bab1d4109fe97a.jpg?imwidth=600&filter=packshot,34
M9121T0IU-K11,IGGY - Jumpsuit - dunkelblau,WOMEN,ONE_PIECE_SUIT,IGGY,Mango,5999,5999,https://www.zalando.nl/mango-jumpsuit-dunkelblau-m9121t0iu-k11.html,https://img01.ztat.net/article/spp-media-p1/af7298dae4054706b13ab8193bebfdfe/192d10bbd5fd40aab8947860e77d8199.jpg?imwidth=600&filter=packshot,35
ON321N0P6-Q11,ONLBLUSH RAW - Jeans Skinny Fit - black denim,WOMEN,TROUSER,ONLBLUSH RAW,ONLY,3999,2999,https://www.zalando.nl/only-onlblush-raw-jeans-skinny-fit-black-denim-on321n0p6-q11.html,https://img01.ztat.net/article/spp-media-p1/8ce8510a2d9248ca8919802c1775f994/9f459de4c91d47eebc76029a9497c108.jpg?imwidth=600&filter=packshot,36
BRH22G02U-K11,MADISONCHARC - Jeans Tapered Fit - light blue,MEN,TROUSER,MADISONCHARC,Brave Soul,2995,2395,https://www.zalando.nl/brave-soul-madisoncharc-jeans-tapered-fit-light-blue-brh22g02u-k11.html,https://img01.ztat.net/article/spp-media-p1/9413a52403a333328b0e780a02293ba4/8ce22bce02404253a7d5fc1d2cba36b8.jpg?imwidth=600&filter=packshot,37
AD121A0FQ-Q11,Trainingsbroek - black/white,WOMEN,TROUSER,Trainingsbroek,adidas Originals,5495,4945,https://www.zalando.nl/adidas-originals-trainingsbroek-blackwhite-ad121a0fq-q11.html,https://img01.ztat.net/article/spp-media-p1/9a1389adf5fe33e1a960b5ba0850f973/fbbf337f2b514a8087c7e4503ea38de1.jpg?imwidth=600&filter=packshot,38
ON321A15R-Q11,Broek - black,WOMEN,TROUSER,Broek,ONLY,2199,1879,https://www.zalando.nl/only-onlfever-stretch-flaired-pants-broek-black-on321a15r-q11.html,https://img01.ztat.net/article/spp-media-p1/9003d8c1bcd03e87b5bafe6a4b2a43d3/0aec860973d2482b86dcff99d6d702b0.jpg?imwidth=600&filter=packshot,39
BRH22O09A-Q11,T-shirt print - jet black/multicolour,MEN,T_SHIRT_TOP,T-shirt print,Brave Soul,1495,1195,https://www.zalando.nl/brave-soul-t-shirt-print-jet-blackmulticolour-brh22o09a-q11.html,https://img01.ztat.net/article/spp-media-p1/ab66331bb94a4d52b93697239a8cdb54/6bc9659614f74798a003a01ce728ed83.jpg?imwidth=600&filter=packshot,40
M9121E4CV-M11,COSIMA - Blouse - vert pastel,WOMEN,SHIRT,COSIMA,Mango,3999,3999,https://www.zalando.nl/mango-blouse-vert-pastel-m9121e4cv-m11.html,https://img01.ztat.net/article/spp-media-p1/212a8ed67e5b45fbac14404f00aada03/ffa34bf6c6b34f2e9181a8dce121d5ac.jpg?imwidth=600&filter=packshot,41
M9121I2CN-K11,RIZONI - Trui - donkermarine,WOMEN,PULLOVER,RIZONI,Mango,3999,3999,https://www.zalando.nl/mango-rizoni-trui-donkermarine-m9121i2cn-k11.html,https://img01.ztat.net/article/spp-media-p1/eaa570f1cb584ad0924ecf32169258aa/65993985ee674db1b307ea2dd4aa830b.jpg?imwidth=600&filter=packshot,42
GS122G0FU-K11,3301 SLIM - Slim fit jeans - dark aged,MEN,TROUSER,3301 SLIM,G-Star,9995,8995,https://www.zalando.nl/g-star-3301-slim-slim-fit-jeans-gs122g0fu-k11.html,https://img01.ztat.net/article/spp-media-p1/2b7903cb4ee23592b1dde7888246aca6/025a734bc5134d8490da896d34951651.jpg?imwidth=600&filter=packshot,43
DEO22G009-Q11,Slim fit jeans - black washed,MEN,TROUSER,Slim fit jeans,Denim Project,3995,3995,https://www.zalando.nl/denim-project-slim-fit-jeans-black-washed-deo22g009-q11.html,https://img01.ztat.net/article/spp-media-p1/e0afb69fd9b7398bb73fbbb286a4cb71/0df2aab6e1124db6bc33e36cf3c48bce.jpg?imwidth=600&filter=packshot,44
M0M22O0P2-Q11,SENSITIVE CONTENT - T-shirt print - black,MEN,T_SHIRT_TOP,SENSITIVE CONTENT,Mister Tee,1999,1999,https://www.zalando.nl/mister-tee-sensitive-content-t-shirt-print-black-m0m22o0p2-q11.html,https://img01.ztat.net/article/spp-media-p1/a313c741aef73b48aecf0cda8e99d046/60980100df3b47699ed986ef5632b951.jpg?imwidth=600&filter=packshot,45
PE321D0BM-Q11,PCMALIVA OFF SHOULDER V-NECK - Longsleeve - black,WOMEN,T_SHIRT_TOP,PCMALIVA OFF SHOULDER V-NECK,Pieces,1999,1699,https://www.zalando.nl/pieces-pcmaliva-off-shoulder-v-neck-longsleeve-pe321d0bm-q11.html,https://img01.ztat.net/article/spp-media-p1/883f92b2fde43dddaec348908dc2d1bf/e503830691684a86b1b986ff593638d3.png?imwidth=600&filter=packshot,46
NI122E07U-C11,Trainingsbroek - grey heather/black,MEN,TROUSER,Trainingsbroek,Nike Sportswear,9495,9495,https://www.zalando.nl/nike-sportswear-trainingsbroek-grey-heatherblack-ni122e07u-c11.html,https://img01.ztat.net/article/spp-media-p1/9961873e4c853f33b89f531b45f90615/9844df7d65cf4e6cbeae8fa30f59f713.jpg?imwidth=600&filter=packshot,47
PUC21G0A9-Q11,Belted faux leather biker jacket - Imitatieleren jas - black,WOMEN,COAT,Belted faux leather biker jacket,PULL&BEAR,2999,2999,https://www.zalando.nl/pullandbear-imitatieleren-jas-black-puc21g0a9-q11.html,https://img01.ztat.net/article/spp-media-p1/6f44d02b6d9a406d8af10af4a86c6aff/c6b4cc95277a4d0781c1f7ffae612c29.jpg?imwidth=600&filter=packshot,48
NI122S0AT-Q11,CLUB  - Sweater - black/white,MEN,PULLOVER,CLUB,Nike Sportswear,5495,5495,https://www.zalando.nl/nike-sportswear-club-sweater-blackwhite-ni122s0at-q11.html,https://img01.ztat.net/article/spp-media-p1/0cbf8d1e9d603f279d20ad93bc6e8676/cd2d7148c98444afb58c31ad224b813a.jpg?imwidth=600&filter=packshot,49
TH342D00T-K16,SIMPLE DOME TEE - T-shirt print - goblin blue,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2695,2695,https://www.zalando.nl/the-north-face-simple-dome-tee-t-shirt-basic-goblin-blue-th342d00t-k16.html,https://img01.ztat.net/article/spp-media-p1/03de87b9d80e4d61b092fe76d0b2474d/59c68912402a4f2fa92ffab7d51cc43e.jpg?imwidth=600&filter=packshot,50
BEJ21J09P-O11,OVERSIZE  - Sweater - brown,WOMEN,PULLOVER,OVERSIZE,Bershka,1599,1119,https://www.zalando.nl/bershka-oversize-sweater-brown-bej21j09p-o11.html,https://img01.ztat.net/article/spp-media-p1/59639ed9ae014e2091aac3a8f7fd2090/fcdbf1af01b74067aa71f1b59b1e03ff.jpg?imwidth=600&filter=packshot,51
PE321G05S-B11,PCBOSSY  - Halflange jas - silver mink,WOMEN,JACKET,PCBOSSY,Pieces,4999,3999,https://www.zalando.nl/pieces-pcbossy-loose-blazer-silver-mink-pe321g05s-b11.html,https://img01.ztat.net/article/spp-media-p1/4873b923fb5140d6b27d8fc3504ce422/eabc518d682d41a2aaa763635dc7b475.jpg?imwidth=600&filter=packshot,52
THC22Q00B-K12,Trui - denim twist,MEN,PULLOVER,Trui,Threadbare,3999,1699,https://www.zalando.nl/threadbare-trui-denim-twist-thc22q00b-k12.html,https://img01.ztat.net/article/spp-media-p1/cafd3e7940904f459b47bae9f0c78b21/962e75610f4641c2a37ed5614c0b9db9.jpg?imwidth=600&filter=packshot,53
PUC22S0IS-K11,Hoodie - light blue,ALL,PULLOVER,Sweater,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-sweater-light-blue-puc22s0is-k11.html,https://img01.ztat.net/article/spp-media-p1/ac577eb22c9c4062aa72348109be8a21/6fe1c845f5ba46768177aae41b1330c2.jpg?imwidth=600&filter=packshot,54
NM321A05W-Q11,NMELLA SUPER COATED PANTS  - Broek - black,WOMEN,TROUSER,NMELLA SUPER COATED PANTS,Noisy May,2999,2249,https://www.zalando.nl/noisy-may-nmella-super-coated-pants-broek-black-nm321a05w-q11.html,https://img01.ztat.net/article/spp-media-p1/0326ffc7b01a31e989d7273e54d1e0f9/531fdb30cd4242648e8a4eb336e9a699.jpg?imwidth=600&filter=packshot,55
ON321N1H7-K11,ONLBLUSH LIFE MID SKINNY   - Jeans Skinny Fit - medium blue denim,WOMEN,TROUSER,ONLBLUSH LIFE MID SKINNY,ONLY,3999,3199,https://www.zalando.nl/only-onlblush-life-mid-skinny-rea12187-jeans-skinny-fit-medium-blue-denim-on321n1h7-k11.html,https://img01.ztat.net/article/spp-media-p1/45258d7f83bb3e8685bbd96925ff62b3/3435ba7a2318470e8eea9d40811d3781.jpg?imwidth=600&filter=packshot,56
LE222O039-Q11,501 ORIGINAL TEE - T-shirt print - patch black,MEN,T_SHIRT_TOP,501 ORIGINAL TEE,Levi's®,2495,1995,https://www.zalando.nl/levisr-original-tee-t-shirt-print-patch-black-le222o039-q11.html,https://img01.ztat.net/article/spp-media-p1/25dbf08cd23c3fabaf7f48f8c11b9af4/d634004e52164408b9512bc6a55cbc1d.jpg?imwidth=600&filter=packshot,57
BEJ21A0JR-Q11,FLARE-FAUX LEATHER - Broek - black,WOMEN,TROUSER,FLARE-FAUX LEATHER,Bershka,2999,2999,https://www.zalando.nl/bershka-broek-black-bej21a0jr-q11.html,https://img01.ztat.net/article/spp-media-p1/53197fc05f0b48ae8596ab5e3718ada0/22b4e2d40b854d4da5be357e4b5f93a3.jpg?imwidth=600&filter=packshot,58
N1423B0CU-E11,GUARULHOS - Broek - amber gold,KIDS,TROUSER,GUARULHOS,Noppies,1999,1999,https://www.zalando.nl/noppies-sokken-amber-gold-n1423b0cu-e11.html,https://img01.ztat.net/article/spp-media-p1/cb00edad0e294d6189a9fef5de12e4bf/84067bd365c74982abba01bb8398667e.jpg?imwidth=600&filter=packshot,59
OS322G0A1-C11,ONSWARP - Jeans Skinny Fit - grey denim,MEN,TROUSER,ONSWARP,Only & Sons,3999,3199,https://www.zalando.nl/only-and-sons-onswarp-jeans-skinny-fit-grey-denim-os322g0a1-c11.html,https://img01.ztat.net/article/spp-media-p1/549734faa4353bcf9949cbcd65304023/7d50a73727324deaa12e01d162a44718.jpg?imwidth=600&filter=packshot,60
OS322G08M-Q11,ONSLOOM BLACK WASHED - Jeans Tapered Fit - black denim,MEN,TROUSER,ONSLOOM BLACK WASHED,Only & Sons,3999,2799,https://www.zalando.nl/only-and-sons-onsloom-black-washed-slim-fit-jeans-black-denim-os322g08m-q11.html,https://img01.ztat.net/article/spp-media-p1/29441706a2d04cb5935bb9b697a70dcd/356ea536aac84288b6a75c2651447ae1.jpg?imwidth=600&filter=packshot,61
ON321A0GX-Q11,ONLPOPTRASH EASY - Trainingsbroek - black,WOMEN,TROUSER,ONLPOPTRASH EASY,ONLY,3999,2799,https://www.zalando.nl/only-onlpoptrash-trainingsbroek-on321a0gx-q11.html,https://img01.ztat.net/article/spp-media-p1/35ba4de1655845e4b790f4cd0c5cab97/36c795c0fbb3412faffeb266096c7144.jpg?imwidth=600&filter=packshot,62
OS322G0BL-K11,ONSLOOM DARK - Slim fit jeans - blue denim,MEN,TROUSER,ONSLOOM DARK,Only & Sons,3999,2999,https://www.zalando.nl/only-and-sons-onsloom-dark-slim-fit-jeans-blue-denim-os322g0bl-k11.html,https://img01.ztat.net/article/spp-media-p1/e6a86065feca4a47b084e85b78dd044b/cff9bd5c3fc64482b78bd61caa8cec8f.jpg?imwidth=600&filter=packshot,63
PE321N0A3-K11,PCKESIA MOM DESTROY - Relaxed fit jeans - medium blue denim,WOMEN,TROUSER,PCKESIA MOM DESTROY,Pieces,3999,3199,https://www.zalando.nl/pieces-pckesia-mom-destroy-relaxed-fit-jeans-medium-blue-denim-pe321n0a3-k11.html,https://img01.ztat.net/article/spp-media-p1/dfa058ba819c3ae2b269f5703d2f798a/d11b0076f55d45b7b170439e73fc7d68.jpg?imwidth=600&filter=packshot,64
TOB22P00B-K11,ORIGINAL FINE SLIM FIT - Poloshirt - black iris,MEN,T_SHIRT_TOP,ORIGINAL FINE SLIM FIT,Tommy Jeans,5995,4495,https://www.zalando.nl/tommy-jeans-original-fine-slim-fit-poloshirt-tob22p00b-k11.html,https://img01.ztat.net/article/spp-media-p1/519f399a696038789e14cc241d649eed/ade45b6903de41fabc2c812a12e7802b.jpg?imwidth=600&filter=packshot,65
TH342D00T-A11,SIMPLE DOME TEE - T-shirt print - white,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2495,2495,https://www.zalando.nl/the-north-face-simple-dome-t-shirt-basic-white-th342d00t-a11.html,https://img01.ztat.net/article/spp-media-p1/6679a0aeaacd3e808aeefe9c52809b0d/f4ab0643612946ae885e511c53873da2.jpg?imwidth=600&filter=packshot,66
PUC21N0ER-B11,BASIC MOM - Jeans Tapered Fit - mottled beige,WOMEN,TROUSER,BASIC MOM,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-straight-leg-jeans-mottled-beige-puc21n0er-b11.html,https://img01.ztat.net/article/spp-media-p1/aa86c36d23dc44088947f198617c893a/6f6562f0f889414aa9e4803d61425b19.jpg?imwidth=600&filter=packshot,67
AD541E1HZ-Q11,Legging - black/white,WOMEN,TROUSER,Legging,adidas Performance,3295,2305,https://www.zalando.nl/adidas-performance-legging-blackwhite-ad541e1hz-q11.html,https://img01.ztat.net/article/spp-media-p1/2809f5a94be54dadacd1cbd8ae2128fd/43945289cc284d4198b86a962986605f.jpg?imwidth=600&filter=packshot,68
